CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,PRICE
-0.5521877537232206,0.46193648408554966,-1.2879094989577484,-0.2725985670699252,-0.14421743255530006,0.4570578481959473,-0.1200134161980508,0.1848473568066376,-0.9828428567665046,-0.6666082090210975,-1.4590003802772087,0.46302606117741046,-1.102901586871476,24.0
-0.5480262804492289,-0.4805821495531901,-0.5933810131002436,-0.2725985670699252,-0.7402622069004893,0.21469934413920735,0.3671664185317732,0.6283136960375763,-0.8678825041257623,-0.987329484962999,-0.30309414801651063,0.46302606117741046,-0.48666662782374687,21.6
-0.5480302456452975,-0.4805821495531901,-0.5933810131002436,-0.2725985670699252,-0.7402622069004893,1.417049325303813,-0.2658117608982171,0.6283136960375763,-0.8678825041257623,-0.987329484962999,-0.30309414801651063,0.3844174908280766,-1.2436283203078562,34.7
-0.547023085843874,-0.4805821495531901,-1.3068777139076384,-0.2725985670699252,-0.8352838375932,1.1227568560920582,-0.8098885106329841,1.1820019734196314,-0.75292215148502,-1.1061151427192588,0.11303209559734001,0.41918295191623434,-1.4050937302506508,33.4
-0.5397509162540685,-0.4805821495531901,-1.3068777139076384,-0.2725985670699252,-0.8352838375932,1.3572465775495535,-0.5111797068570335,1.1820019734196314,-0.75292215148502,-1.1061151427192588,0.11303209559734001,0.46302606117741046,-1.051054895605441,36.2
-0.547522700548517,-0.4805821495531901,-1.3068777139076384,-0.2725985670699252,-0.8352838375932,0.22886315281784714,-0.3511571334056315,1.1820019734196314,-0.75292215148502,-1.1061151427192588,0.11303209559734001,0.4093327379412565,-1.0688309040395103,28.7
-0.5359363976360788,0.1739446793626014,-0.4766535364855369,-0.2725985670699252,-0.26515405343693266,-0.4289670724790191,-0.07022861556872603,0.9283398341057998,-0.5230014462035353,-0.5775189657039027,-1.5052366295676372,0.437917672613742,0.0006922700769809775,22.9
-0.5247823010951176,0.1739446793626014,-0.4766535364855369,-0.2725985670699252,-0.26515405343693266,-0.17716602930318498,0.9788082548349093,1.125525870247706,-0.5230014462035353,-0.5775189657039027,-1.5052366295676372,0.46302606117741046,0.9961487423848507,27.1
-0.5115603548043834,0.1739446793626014,-0.4766535364855369,-0.2725985670699252,-0.26515405343693266,-1.0285683065414726,1.117494485159458,1.1920635173150773,-0.5230014462035353,-0.5775189657039027,-1.5052366295676372,0.26466979152442294,2.5930268333787256,16.5
-0.5197286587056916,0.1739446793626014,-0.4766535364855369,-0.2725985670699252,-0.26515405343693266,-0.44155712463781077,0.6160904216783986,1.4499221799621858,-0.5230014462035353,-0.5775189657039027,-1.5052366295676372,0.2662149231283408,0.692475264969504,18.9
-0.5088541084875665,0.1739446793626014,-0.4766535364855369,-0.2725985670699252,-0.26515405343693266,0.14545405726585228,0.9147992254543487,1.3258466587590478,-0.5230014462035353,-0.5775189657039027,-1.5052366295676372,0.37843010586289383,1.188722167087266,15.0
-0.530151176571997,0.1739446793626014,-0.4766535364855369,-0.2725985670699252,-0.26515405343693266,-0.43368834203856477,0.5094087060441306,1.2651740322538458,-0.5230014462035353,-0.5775189657039027,-1.5052366295676372,0.46302606117741046,0.1251243291154647,18.9
-0.5348479513152492,0.1739446793626014,-0.4766535364855369,-0.2725985670699252,-0.26515405343693266,-0.6225391244204403,-1.0517003994039915,0.8729255018977152,-0.5230014462035353,-0.5775189657039027,-1.5052366295676372,0.3394155328639618,0.4865698339415367,21.7
-0.4285846618729383,-0.4805821495531901,-0.4372580131280733,-0.2725985670699252,-0.14421743255530006,-0.5281137332295033,-0.24091936058355473,0.4970585806979891,-0.6379617988442776,-0.6012760972551546,1.1764658292771826,0.46302606117741046,-0.6170240230069205,20.4
-0.42695893148481384,-0.4805821495531901,-0.4372580131280733,-0.2725985670699252,-0.14421743255530006,-0.2967715248117055,0.5663056210490732,0.37288193845067596,-0.6379617988442776,-0.6012760972551546,1.1764658292771826,0.13700329275068857,-0.3207572157724353,18.2
-0.42905453760706697,-0.4805821495531901,-0.4372580131280733,-0.2725985670699252,-0.14421743255530006,-0.7090957330121341,-0.4293903915374281,0.3914376500568501,-0.6379617988442776,-0.6012760972551546,1.1764658292771826,0.4383039555147212,-0.5859160082472994,19.9
